Churn,senior_65,partner,dependents,tenure_months,contract_type,monthly_charge,daily_charge,total_charge,internet_service,online_security,tech_support,streaming_tv,payment_method
0,1,1,0,21,One year,71.7,2.39,1497.05,DSL,0,0,0,Bank transfer (automatic)
0,0,0,0,52,Two year,89.25,2.98,4652.4,DSL,1,1,1,Mailed check
0,0,0,0,26,Month-to-month,45.45,1.52,1233.15,DSL,0,0,0,Electronic check
0,0,1,0,71,Two year,47.05,1.57,3263.6,DSL,0,1,0,Electronic check
1,0,0,0,33,Month-to-month,68.25,2.28,2171.15,Fiber optic,0,0,0,Electronic check
0,0,1,1,66,Two year,65.85,2.19,4097.05,DSL,1,1,0,Mailed check
0,0,0,0,60,Two year,19.85,0.66,1128.1,No,0,0,0,Bank transfer (automatic)
0,0,1,0,72,Two year,24.65,0.82,1830.05,No,0,0,0,Bank transfer (automatic)
0,0,0,1,69,Two year,79.45,2.65,5502.55,DSL,1,1,1,Credit card (automatic)
0,0,0,0,39,Month-to-month,48.95,1.63,1880.85,DSL,1,1,1,Credit card (automatic)
1,0,0,0,1,Month-to-month,84.5,2.82,84.5,Fiber optic,0,0,1,Electronic check
0,0,0,0,38,One year,95.0,3.17,3605.6,Fiber optic,0,1,1,Bank transfer (automatic)
1,1,1,0,61,One year,104.4,3.48,6405.0,Fiber optic,0,0,1,Credit card (automatic)
0,0,1,0,17,Month-to-month,78.9,2.63,1348.95,Fiber optic,1,0,0,Electronic check
0,0,0,0,46,Month-to-month,72.8,2.43,3249.4,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,0,0,5,Month-to-month,53.8,1.79,283.95,DSL,1,0,0,Electronic check
0,0,1,1,34,One year,78.95,2.63,2647.2,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,0,0,17,Month-to-month,80.05,2.67,1345.65,Fiber optic,0,0,0,Bank transfer (automatic)
0,1,1,0,16,Month-to-month,54.55,1.82,825.1,DSL,1,0,0,Bank transfer (automatic)
1,1,0,0,8,Month-to-month,75.75,2.52,606.25,Fiber optic,0,0,0,Electronic check
0,0,1,0,48,Month-to-month,111.45,3.72,5315.1,Fiber optic,1,0,1,Bank transfer (automatic)
0,0,1,1,60,Two year,59.85,2.0,3590.2,DSL,1,1,1,Credit card (automatic)
0,0,1,1,7,One year,20.65,0.69,150.0,No,0,0,0,Mailed check
1,0,0,0,25,Month-to-month,79.85,2.66,2015.35,Fiber optic,1,0,0,Bank transfer (automatic)
0,1,0,0,72,Two year,108.1,3.6,7774.05,Fiber optic,0,1,1,Bank transfer (automatic)
0,1,0,0,66,One year,102.85,3.43,6976.75,Fiber optic,0,1,1,Credit card (automatic)
0,0,1,1,40,Month-to-month,71.35,2.38,2847.2,DSL,1,1,0,Mailed check
1,1,0,0,70,One year,45.25,1.51,3264.45,DSL,0,0,1,Electronic check
0,0,0,0,23,One year,20.15,0.67,405.6,No,0,0,0,Bank transfer (automatic)
1,1,1,0,37,Month-to-month,85.7,2.86,3171.15,Fiber optic,0,0,1,Electronic check
0,0,0,0,50,Two year,69.5,2.32,3418.2,DSL,0,1,0,Bank transfer (automatic)
0,0,1,1,60,Two year,60.5,2.02,3694.45,DSL,1,0,0,Bank transfer (automatic)
0,0,0,0,8,Month-to-month,20.45,0.68,162.3,No,0,0,0,Credit card (automatic)
1,1,1,0,43,Month-to-month,103.0,3.43,4414.3,Fiber optic,0,0,1,Electronic check
0,0,0,0,10,Month-to-month,62.25,2.08,612.95,DSL,1,1,1,Bank transfer (automatic)
0,0,0,1,12,Month-to-month,105.3,3.51,1275.65,Fiber optic,0,0,1,Electronic check
0,0,0,0,37,Month-to-month,70.35,2.34,2552.9,Fiber optic,0,0,0,Mailed check
0,0,1,1,55,Month-to-month,79.4,2.65,4238.45,Fiber optic,0,1,0,Electronic check
0,0,1,1,57,One year,59.3,1.98,3274.35,DSL,1,1,0,Mailed check
1,0,0,0,1,Month-to-month,69.95,2.33,69.95,Fiber optic,0,0,0,Electronic check
1,1,0,0,13,Month-to-month,90.5,3.02,1201.15,Fiber optic,0,0,1,Electronic check
0,0,0,0,43,One year,85.1,2.84,3662.25,DSL,0,1,1,Credit card (automatic)
0,0,0,1,61,Two year,19.75,0.66,1124.2,No,0,0,0,Mailed check
0,0,1,1,3,Month-to-month,69.15,2.31,235.0,DSL,0,0,1,Bank transfer (automatic)
0,0,1,0,67,Two year,93.15,3.1,6368.2,Fiber optic,0,0,0,Electronic check
0,0,1,0,71,Two year,23.85,0.8,1672.1,No,0,0,0,Mailed check
0,0,1,1,58,Two year,71.6,2.39,4230.25,DSL,1,1,0,Credit card (automatic)
0,0,1,1,22,One year,78.65,2.62,1663.75,DSL,0,1,1,Mailed check
0,0,0,1,57,Two year,89.55,2.98,5012.35,DSL,1,1,1,Mailed check
0,1,1,0,35,Month-to-month,94.55,3.15,3365.4,Fiber optic,1,0,0,Electronic check
0,0,0,0,67,Two year,19.8,0.66,1311.3,No,0,0,0,Mailed check
0,0,1,1,36,Month-to-month,19.2,0.64,702.9,No,0,0,0,Bank transfer (automatic)
0,0,1,1,72,Two year,68.4,2.28,4855.35,DSL,1,1,1,Bank transfer (automatic)
0,1,1,0,72,Two year,78.5,2.62,5602.25,Fiber optic,1,0,0,Bank transfer (automatic)
0,0,0,0,25,Month-to-month,76.15,2.54,1992.95,DSL,1,1,1,Credit card (automatic)
0,0,1,0,12,Month-to-month,49.85,1.66,617.15,DSL,0,0,1,Bank transfer (automatic)
0,0,0,0,70,Two year,114.95,3.83,7711.25,Fiber optic,1,1,1,Bank transfer (automatic)
1,0,1,1,1,Month-to-month,74.5,2.48,74.5,Fiber optic,0,0,0,Electronic check
1,0,1,1,1,Month-to-month,102.45,3.42,102.45,Fiber optic,1,0,1,Electronic check
0,0,0,0,21,Month-to-month,103.85,3.46,2215.0,Fiber optic,1,0,1,Mailed check
0,0,1,1,62,Two year,101.15,3.37,6638.35,Fiber optic,1,0,1,Bank transfer (automatic)
0,0,0,0,22,One year,65.25,2.17,1441.8,DSL,0,0,1,Bank transfer (automatic)
0,0,0,0,65,One year,95.5,3.18,6153.85,Fiber optic,0,0,1,Electronic check
0,0,0,0,38,One year,19.3,0.64,755.5,No,0,0,0,Mailed check
0,0,1,0,44,Two year,54.3,1.81,2390.45,DSL,0,0,1,Bank transfer (automatic)
0,0,0,0,6,Two year,19.55,0.65,124.45,No,0,0,0,Mailed check
0,0,1,0,67,Two year,69.2,2.31,4671.65,DSL,1,1,0,Credit card (automatic)
1,0,0,0,2,Month-to-month,79.0,2.63,143.65,Fiber optic,0,0,1,Electronic check
0,0,0,0,72,One year,104.95,3.5,7544.3,Fiber optic,0,0,1,Electronic check
0,0,0,0,40,Two year,20.6,0.69,827.3,No,0,0,0,Bank transfer (automatic)
1,1,0,0,1,Month-to-month,69.25,2.31,69.25,Fiber optic,0,0,0,Electronic check
0,1,1,0,11,Month-to-month,70.2,2.34,834.7,Fiber optic,0,0,0,Electronic check
1,0,1,1,65,Month-to-month,105.5,3.52,6985.65,Fiber optic,0,0,1,Electronic check
0,0,1,0,70,Two year,104.3,3.48,7188.5,Fiber optic,0,1,1,Bank transfer (automatic)
1,0,0,0,10,Month-to-month,94.9,3.16,1048.85,Fiber optic,0,0,1,Electronic check
1,1,1,0,1,Month-to-month,100.8,3.36,100.8,Fiber optic,0,0,1,Electronic check
0,0,1,1,41,One year,19.5,0.65,798.2,No,0,0,0,Bank transfer (automatic)
0,0,1,1,24,Month-to-month,70.3,2.34,1706.45,DSL,1,1,0,Credit card (automatic)
1,0,1,0,2,Month-to-month,94.2,3.14,167.5,Fiber optic,0,1,1,Electronic check
0,0,1,1,4,Month-to-month,20.85,0.7,62.9,No,0,0,0,Mailed check
0,1,1,0,17,Month-to-month,94.8,3.16,1563.9,Fiber optic,0,0,1,Electronic check
0,0,1,1,68,Two year,25.75,0.86,1686.15,No,0,0,0,Mailed check
1,0,0,0,4,Month-to-month,88.45,2.95,370.65,Fiber optic,0,0,1,Electronic check
0,0,0,0,14,One year,59.1,1.97,772.85,DSL,0,1,0,Credit card (automatic)
0,0,1,0,63,Month-to-month,102.4,3.41,6444.05,Fiber optic,0,0,1,Electronic check
0,0,1,0,43,Month-to-month,34.0,1.13,1505.35,DSL,1,1,0,Bank transfer (automatic)
0,0,1,1,66,Two year,84.0,2.8,5714.25,DSL,1,1,1,Mailed check
1,1,0,0,8,Month-to-month,101.35,3.38,780.5,Fiber optic,0,0,1,Electronic check
0,0,0,0,4,Month-to-month,19.0,0.63,73.45,No,0,0,0,Mailed check
1,1,0,0,2,Month-to-month,74.85,2.49,156.4,Fiber optic,0,0,0,Mailed check
1,0,0,0,1,Month-to-month,19.75,0.66,19.75,No,0,0,0,Mailed check
1,0,1,0,9,Month-to-month,48.75,1.62,442.2,DSL,0,0,1,Electronic check
1,1,1,0,18,Month-to-month,99.75,3.32,1836.25,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,0,0,32,Month-to-month,87.65,2.92,2766.4,Fiber optic,1,1,0,Bank transfer (automatic)
0,0,0,1,44,Two year,19.55,0.65,819.95,No,0,0,0,Bank transfer (automatic)
1,0,0,1,1,Month-to-month,25.3,0.84,25.3,DSL,0,0,0,Electronic check
0,0,0,0,1,Month-to-month,20.9,0.7,20.9,No,0,0,0,Mailed check
0,0,0,0,24,One year,20.45,0.68,527.35,No,0,0,0,Credit card (automatic)
0,0,1,0,50,One year,44.45,1.48,2188.45,DSL,1,1,1,Bank transfer (automatic)
0,0,0,0,51,One year,111.5,3.72,5703.25,Fiber optic,0,1,1,Electronic check
0,0,0,0,3,Month-to-month,69.85,2.33,199.85,Fiber optic,0,0,0,Electronic check
0,0,0,1,1,Month-to-month,54.5,1.82,54.5,DSL,1,1,0,Electronic check
0,0,1,0,53,One year,77.4,2.58,4155.95,DSL,1,1,1,Bank transfer (automatic)
1,1,0,0,47,Month-to-month,85.2,2.84,3969.35,Fiber optic,0,0,0,Bank transfer (automatic)
1,0,1,0,10,Month-to-month,85.6,2.85,813.85,Fiber optic,0,0,1,Electronic check
1,0,1,1,1,Month-to-month,50.45,1.68,50.45,DSL,0,0,0,Mailed check
0,1,0,0,40,One year,103.75,3.46,4188.4,Fiber optic,0,1,1,Credit card (automatic)
0,0,0,0,61,Month-to-month,89.2,2.97,5500.6,Fiber optic,0,0,0,Mailed check
0,0,0,0,1,Month-to-month,45.15,1.5,45.15,DSL,0,0,0,Mailed check
1,0,0,0,46,Two year,54.35,1.81,2460.15,DSL,0,1,0,Credit card (automatic)
1,0,0,0,1,Month-to-month,69.65,2.32,69.65,Fiber optic,0,0,0,Electronic check
0,0,1,1,72,Two year,112.25,3.74,8041.65,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,1,1,11,Month-to-month,20.45,0.68,250.8,No,0,0,0,Electronic check
0,0,1,1,25,Two year,20.1,0.67,486.05,No,0,0,0,Mailed check
0,1,0,0,18,Month-to-month,93.9,3.13,1743.9,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,1,1,62,Two year,20.45,0.68,1297.35,No,0,0,0,Bank transfer (automatic)
0,0,0,0,55,One year,45.05,1.5,2462.6,DSL,0,0,0,Bank transfer (automatic)
1,0,0,0,22,Month-to-month,90.0,3.0,1993.8,Fiber optic,0,1,1,Electronic check
0,0,1,0,55,Month-to-month,94.45,3.15,5073.1,Fiber optic,0,0,1,Credit card (automatic)
0,0,0,0,28,One year,100.2,3.34,2688.45,Fiber optic,0,0,1,Electronic check
1,1,0,0,3,Month-to-month,41.15,1.37,132.2,DSL,0,0,0,Electronic check
0,0,0,0,62,Two year,43.7,1.46,2618.3,DSL,1,1,0,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,90.55,3.02,90.55,Fiber optic,0,0,1,Electronic check
0,0,0,0,13,Two year,20.0,0.67,268.45,No,0,0,0,Credit card (automatic)
0,0,0,0,22,Month-to-month,89.05,2.97,1886.25,Fiber optic,1,1,0,Electronic check
0,1,0,0,24,Month-to-month,80.5,2.68,2088.45,Fiber optic,0,0,0,Electronic check
0,1,1,0,16,Month-to-month,85.05,2.84,1391.15,Fiber optic,0,0,1,Credit card (automatic)
1,1,0,0,41,Month-to-month,113.2,3.77,4689.5,Fiber optic,1,0,1,Electronic check
0,0,0,0,17,One year,19.9,0.66,323.15,No,0,0,0,Bank transfer (automatic)
0,0,0,0,5,Month-to-month,50.95,1.7,229.4,DSL,0,0,1,Credit card (automatic)
0,0,1,0,45,Two year,53.3,1.78,2296.25,DSL,1,0,0,Credit card (automatic)
0,0,1,0,12,One year,78.85,2.63,876.75,DSL,1,0,1,Electronic check
0,0,0,0,1,Month-to-month,19.65,0.65,19.65,No,0,0,0,Bank transfer (automatic)
0,0,1,1,60,Two year,19.25,0.64,1103.25,No,0,0,0,Credit card (automatic)
1,0,0,0,1,Month-to-month,90.55,3.02,90.55,Fiber optic,0,0,1,Electronic check
0,1,0,0,3,Month-to-month,75.05,2.5,202.9,Fiber optic,0,0,0,Mailed check
1,0,0,1,4,Month-to-month,98.1,3.27,396.3,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,1,1,14,Month-to-month,70.2,2.34,1046.5,Fiber optic,0,0,0,Electronic check
0,0,0,0,51,One year,19.85,0.66,996.95,No,0,0,0,Bank transfer (automatic)
0,0,0,0,1,Month-to-month,19.4,0.65,19.4,No,0,0,0,Mailed check
0,0,1,1,23,Month-to-month,84.4,2.81,1936.85,Fiber optic,1,1,0,Mailed check
0,0,0,0,72,Two year,86.6,2.89,6350.5,DSL,0,1,1,Bank transfer (automatic)
0,0,0,0,1,Month-to-month,19.15,0.64,19.15,No,0,0,0,Mailed check
0,1,1,0,31,Month-to-month,84.85,2.83,2633.4,Fiber optic,0,0,0,Electronic check
0,0,1,0,30,One year,20.7,0.69,587.1,No,0,0,0,Credit card (automatic)
0,0,1,1,69,Two year,59.75,1.99,4069.9,DSL,1,0,0,Bank transfer (automatic)
0,0,0,0,1,Month-to-month,20.2,0.67,20.2,No,0,0,0,Bank transfer (automatic)
0,0,0,0,5,One year,19.55,0.65,99.6,No,0,0,0,Electronic check
0,0,0,0,1,Month-to-month,49.75,1.66,49.75,DSL,1,0,0,Electronic check
1,0,0,0,2,Month-to-month,82.0,2.73,184.65,Fiber optic,0,0,0,Electronic check
0,0,0,0,13,Month-to-month,100.75,3.36,1313.25,Fiber optic,0,1,1,Electronic check
1,0,1,0,71,Two year,108.6,3.62,7690.9,Fiber optic,0,1,1,Credit card (automatic)
0,0,0,0,8,Month-to-month,59.25,1.98,436.6,DSL,0,0,1,Electronic check
0,0,0,0,7,Month-to-month,64.3,2.14,445.95,DSL,0,1,1,Bank transfer (automatic)
0,0,1,1,25,One year,19.6,0.65,411.15,No,0,0,0,Electronic check
0,0,0,1,32,Two year,20.5,0.68,696.8,No,0,0,0,Mailed check
1,0,0,0,11,Month-to-month,90.15,3.01,987.95,Fiber optic,0,1,1,Electronic check
0,0,1,0,2,Month-to-month,70.35,2.34,120.25,Fiber optic,0,0,0,Electronic check
0,0,1,1,13,Two year,40.55,1.35,590.35,DSL,1,1,0,Mailed check
0,1,1,0,72,Two year,93.05,3.1,6735.05,Fiber optic,1,1,0,Bank transfer (automatic)
0,0,0,0,39,One year,40.3,1.34,1630.4,DSL,1,1,0,Bank transfer (automatic)
0,0,1,1,6,Month-to-month,69.8,2.33,377.85,Fiber optic,0,0,0,Electronic check
0,0,0,1,31,One year,20.1,0.67,589.25,No,0,0,0,Credit card (automatic)
0,0,1,1,59,Two year,19.5,0.65,1222.65,No,0,0,0,Credit card (automatic)
1,0,0,0,5,Month-to-month,90.8,3.03,455.5,Fiber optic,0,0,1,Electronic check
0,0,1,0,27,One year,80.85,2.7,2204.35,DSL,1,1,1,Mailed check
0,0,1,1,8,Two year,19.5,0.65,159.35,No,0,0,0,Bank transfer (automatic)
0,0,0,1,39,One year,45.05,1.5,1790.6,DSL,1,1,1,Bank transfer (automatic)
0,0,0,0,4,Month-to-month,50.7,1.69,214.55,DSL,0,0,0,Electronic check
0,0,1,0,29,Month-to-month,80.15,2.67,2265.25,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,1,1,51,Two year,34.2,1.14,1782.0,DSL,1,1,0,Bank transfer (automatic)
1,0,1,0,4,Month-to-month,74.65,2.49,301.4,Fiber optic,0,0,0,Electronic check
0,0,1,0,3,Month-to-month,23.6,0.79,89.05,No,0,0,0,Mailed check
0,0,0,0,59,Month-to-month,83.25,2.78,4949.1,Fiber optic,0,0,0,Electronic check
0,0,0,0,37,Two year,65.6,2.19,2313.8,DSL,1,1,0,Bank transfer (automatic)
0,1,0,0,7,Month-to-month,64.95,2.16,493.65,DSL,0,0,1,Electronic check
0,0,0,0,6,Month-to-month,50.95,1.7,307.6,DSL,1,1,0,Credit card (automatic)
0,0,0,0,7,One year,20.25,0.68,129.15,No,0,0,0,Mailed check
0,0,0,0,9,Month-to-month,75.85,2.53,724.65,Fiber optic,0,0,0,Electronic check
0,0,0,0,4,One year,23.9,0.8,97.5,No,0,0,0,Electronic check
0,0,1,1,46,Month-to-month,80.0,2.67,3769.7,Fiber optic,0,0,0,Bank transfer (automatic)
1,0,0,0,1,Month-to-month,45.75,1.52,45.75,DSL,0,0,0,Electronic check
1,1,0,0,64,Two year,70.2,2.34,4481.0,DSL,1,1,1,Credit card (automatic)
0,0,1,0,72,Two year,114.45,3.82,8375.05,Fiber optic,1,1,1,Credit card (automatic)
0,1,0,0,28,Month-to-month,64.45,2.15,1867.6,DSL,0,1,0,Bank transfer (automatic)
0,0,1,0,9,Month-to-month,79.75,2.66,769.1,Fiber optic,0,0,0,Electronic check
0,0,0,0,1,Month-to-month,24.4,0.81,24.4,DSL,0,0,0,Electronic check
0,0,0,0,19,One year,18.8,0.63,279.2,No,0,0,0,Mailed check
0,0,1,1,4,Month-to-month,61.45,2.05,229.55,DSL,0,1,0,Credit card (automatic)
0,1,1,0,71,Two year,95.5,3.18,6707.15,Fiber optic,0,1,0,Credit card (automatic)
1,0,0,0,2,Month-to-month,47.8,1.59,92.45,DSL,1,0,0,Electronic check
0,0,0,0,2,Month-to-month,100.2,3.34,198.5,Fiber optic,1,0,1,Electronic check
1,0,1,0,3,Month-to-month,70.3,2.34,208.85,Fiber optic,0,0,0,Electronic check
0,0,0,0,18,Month-to-month,55.2,1.84,1058.1,DSL,0,1,0,Credit card (automatic)
1,0,1,0,3,Month-to-month,35.15,1.17,99.75,DSL,0,0,0,Electronic check
0,0,1,1,2,Month-to-month,30.25,1.01,63.75,DSL,0,0,0,Mailed check
0,0,0,0,22,Month-to-month,100.65,3.36,2415.95,Fiber optic,0,0,1,Electronic check
1,0,1,0,9,Month-to-month,89.45,2.98,853.1,Fiber optic,0,0,1,Electronic check
0,0,0,0,2,Month-to-month,70.15,2.34,123.8,Fiber optic,0,0,0,Electronic check
1,1,1,0,17,Month-to-month,81.5,2.72,1329.2,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,0,0,20,Month-to-month,55.0,1.83,1165.55,DSL,1,1,1,Credit card (automatic)
0,0,1,1,4,Month-to-month,45.25,1.51,155.35,DSL,0,0,0,Mailed check
0,0,1,0,71,Two year,90.55,3.02,6404.0,DSL,1,1,1,Bank transfer (automatic)
0,0,1,0,44,Month-to-month,84.8,2.83,3626.35,Fiber optic,1,0,0,Credit card (automatic)
0,0,1,0,3,Month-to-month,94.9,3.16,273.2,Fiber optic,0,0,1,Electronic check
0,0,1,1,72,Two year,66.75,2.22,4760.3,DSL,1,1,0,Credit card (automatic)
0,0,1,1,54,Two year,91.3,3.04,4965.0,DSL,1,1,1,Credit card (automatic)
0,0,1,0,18,Month-to-month,74.8,2.49,1438.05,Fiber optic,1,0,0,Electronic check
0,1,0,0,26,Month-to-month,93.6,3.12,2404.1,Fiber optic,0,0,1,Electronic check
0,0,1,0,53,One year,91.15,3.04,4862.5,Fiber optic,0,1,0,Electronic check
0,0,0,0,3,Month-to-month,57.55,1.92,161.45,DSL,0,0,1,Electronic check
0,0,0,0,25,Month-to-month,20.6,0.69,541.5,No,0,0,0,Mailed check
0,0,1,1,72,Two year,89.8,2.99,6510.45,DSL,1,1,1,Credit card (automatic)
0,0,1,0,53,One year,111.8,3.73,5809.75,Fiber optic,0,1,1,Bank transfer (automatic)
1,1,0,1,1,Month-to-month,71.0,2.37,71.0,Fiber optic,0,0,0,Electronic check
1,0,1,0,18,Month-to-month,49.55,1.65,878.35,DSL,0,0,0,Mailed check
0,0,0,0,10,Month-to-month,79.85,2.66,887.35,Fiber optic,1,0,0,Mailed check
1,0,0,0,7,Month-to-month,75.45,2.52,480.75,Fiber optic,0,0,0,Mailed check
0,0,1,0,57,Two year,19.6,0.65,1134.25,No,0,0,0,Bank transfer (automatic)
0,0,0,0,8,Month-to-month,29.25,0.98,226.95,DSL,0,0,0,Mailed check
0,0,1,0,33,Month-to-month,93.35,3.11,3092.0,Fiber optic,0,0,0,Electronic check
0,1,0,0,64,Month-to-month,103.5,3.45,6548.65,Fiber optic,1,0,1,Bank transfer (automatic)
0,0,0,0,9,Month-to-month,95.9,3.2,827.45,Fiber optic,0,1,1,Bank transfer (automatic)
0,1,1,1,60,Month-to-month,80.95,2.7,4859.1,Fiber optic,1,0,0,Electronic check
0,0,0,0,54,Two year,19.65,0.65,1008.7,No,0,0,0,Credit card (automatic)
0,0,1,1,46,One year,90.95,3.03,4236.6,Fiber optic,0,1,0,Bank transfer (automatic)
0,0,1,0,71,Two year,90.1,3.0,6310.9,DSL,1,1,1,Electronic check
1,0,0,0,1,Month-to-month,20.9,0.7,20.9,No,0,0,0,Mailed check
0,0,0,0,6,One year,20.6,0.69,116.6,No,0,0,0,Mailed check
0,0,0,0,1,Month-to-month,80.55,2.68,80.55,Fiber optic,0,0,1,Electronic check
0,0,0,0,1,Month-to-month,49.8,1.66,49.8,DSL,0,0,0,Credit card (automatic)
0,0,0,0,48,One year,73.85,2.46,3581.4,DSL,0,1,1,Bank transfer (automatic)
0,0,1,1,45,Two year,109.75,3.66,4900.65,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,1,0,37,One year,19.85,0.66,717.5,No,0,0,0,Bank transfer (automatic)
0,1,0,0,11,Month-to-month,60.25,2.01,662.95,DSL,1,0,0,Bank transfer (automatic)
0,0,1,1,55,Month-to-month,90.4,3.01,5099.15,Fiber optic,0,0,1,Credit card (automatic)
1,1,0,0,12,Month-to-month,99.45,3.32,1200.15,Fiber optic,0,0,1,Electronic check
0,0,0,1,39,One year,25.45,0.85,958.45,No,0,0,0,Bank transfer (automatic)
0,0,1,1,29,Month-to-month,70.75,2.36,1974.8,Fiber optic,0,0,0,Electronic check
0,0,0,0,38,Month-to-month,69.95,2.33,2657.55,DSL,1,1,0,Electronic check
1,0,0,0,15,Month-to-month,64.65,2.16,994.55,DSL,1,0,0,Bank transfer (automatic)
0,1,1,0,45,Month-to-month,86.1,2.87,3861.45,Fiber optic,0,0,0,Electronic check
0,0,1,0,72,Two year,20.05,0.67,1423.65,No,0,0,0,Bank transfer (automatic)
0,0,0,0,1,Month-to-month,70.35,2.34,70.35,Fiber optic,0,0,0,Electronic check
0,0,0,0,16,Two year,18.95,0.63,326.8,No,0,0,0,Credit card (automatic)
0,0,0,0,53,One year,61.1,2.04,3357.9,DSL,0,0,0,Electronic check
1,0,1,0,13,Month-to-month,48.75,1.62,633.4,DSL,0,0,1,Bank transfer (automatic)
0,1,1,1,71,One year,72.9,2.43,5139.65,DSL,0,1,0,Bank transfer (automatic)
0,0,1,0,60,One year,24.15,0.8,1505.9,No,0,0,0,Bank transfer (automatic)
0,1,1,1,71,One year,86.7,2.89,6179.35,Fiber optic,1,0,0,Bank transfer (automatic)
0,0,1,1,14,Two year,18.8,0.63,255.55,No,0,0,0,Mailed check
1,0,0,0,7,Month-to-month,89.35,2.98,631.85,Fiber optic,0,0,1,Credit card (automatic)
1,1,0,0,50,Month-to-month,95.7,3.19,4816.7,Fiber optic,0,0,1,Electronic check
0,0,1,1,69,Two year,26.0,0.87,1796.55,No,0,0,0,Bank transfer (automatic)
1,1,0,0,49,Month-to-month,90.85,3.03,4515.85,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,1,37,Month-to-month,92.95,3.1,3415.25,Fiber optic,0,0,1,Electronic check
1,0,0,0,43,One year,100.0,3.33,4211.55,Fiber optic,0,1,1,Electronic check
1,0,0,0,4,Month-to-month,85.65,2.86,321.65,Fiber optic,0,0,1,Electronic check
0,1,0,0,53,One year,96.75,3.22,5206.55,Fiber optic,1,1,0,Mailed check
0,0,1,1,7,Two year,38.55,1.28,280.0,DSL,1,0,0,Mailed check
0,0,0,0,57,Two year,20.55,0.68,1252.85,No,0,0,0,Credit card (automatic)
1,0,0,0,1,Month-to-month,79.15,2.64,79.15,Fiber optic,0,0,0,Electronic check
1,1,1,0,8,Month-to-month,80.65,2.69,633.3,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,1,61,Two year,73.8,2.46,4616.05,DSL,0,1,1,Bank transfer (automatic)
0,0,0,1,2,Month-to-month,51.55,1.72,106.2,DSL,0,0,0,Mailed check
0,0,1,0,46,Month-to-month,69.1,2.3,3168.0,DSL,0,0,1,Credit card (automatic)
0,0,1,1,64,Two year,24.05,0.8,1559.15,No,0,0,0,Mailed check
0,1,1,0,72,Two year,89.85,2.99,6697.35,DSL,1,1,1,Bank transfer (automatic)
1,1,1,0,16,Month-to-month,74.3,2.48,1178.25,Fiber optic,0,0,0,Credit card (automatic)
1,0,0,0,1,Month-to-month,84.65,2.82,84.65,Fiber optic,0,0,1,Mailed check
0,0,0,0,25,Month-to-month,69.75,2.33,1729.35,Fiber optic,0,0,0,Electronic check
0,0,0,0,64,Two year,86.4,2.88,5442.05,DSL,1,1,1,Credit card (automatic)
0,0,1,1,24,One year,56.25,1.88,1454.25,DSL,1,0,0,Credit card (automatic)
1,0,1,0,14,Month-to-month,86.1,2.87,1235.55,Fiber optic,0,0,1,Electronic check
0,1,0,0,15,Month-to-month,89.0,2.97,1288.3,Fiber optic,0,0,1,Credit card (automatic)
1,0,0,0,9,Month-to-month,45.4,1.51,418.8,DSL,0,0,1,Electronic check
0,1,0,0,69,Two year,20.3,0.68,1356.3,No,0,0,0,Credit card (automatic)
0,1,1,0,50,Two year,105.05,3.5,5163.3,Fiber optic,1,0,1,Credit card (automatic)
0,0,0,0,12,Month-to-month,84.6,2.82,1017.35,Fiber optic,0,0,0,Electronic check
1,0,1,0,19,Month-to-month,73.2,2.44,1441.1,Fiber optic,1,0,0,Electronic check
0,0,0,0,69,Two year,110.5,3.68,7455.45,Fiber optic,0,1,1,Bank transfer (automatic)
0,0,1,1,66,Month-to-month,67.45,2.25,4508.65,DSL,1,0,0,Bank transfer (automatic)
0,0,1,1,5,Month-to-month,44.8,1.49,220.45,DSL,0,0,0,Mailed check
0,0,0,1,3,Month-to-month,19.95,0.66,58.3,No,0,0,0,Mailed check
0,1,0,0,69,Two year,74.1,2.47,5031.0,DSL,1,1,0,Credit card (automatic)
1,0,0,0,12,Month-to-month,96.05,3.2,1148.1,Fiber optic,0,0,1,Electronic check
0,0,0,0,3,Month-to-month,19.65,0.65,68.35,No,0,0,0,Mailed check
0,0,1,1,17,Two year,25.15,0.84,412.6,No,0,0,0,Mailed check
0,1,1,0,57,Month-to-month,89.85,2.99,4925.35,Fiber optic,0,0,0,Electronic check
1,0,0,0,38,Month-to-month,84.25,2.81,3264.5,Fiber optic,0,1,0,Credit card (automatic)
0,0,0,0,12,Month-to-month,20.05,0.67,265.45,No,0,0,0,Credit card (automatic)
1,1,0,0,24,Month-to-month,76.1,2.54,1712.7,Fiber optic,0,0,0,Electronic check
0,1,0,0,63,Month-to-month,109.4,3.65,7031.45,Fiber optic,1,0,1,Bank transfer (automatic)
